,formula,structure,young_modulus,bulk_modulus,shear_modulus,hardness
613,Ti1 Nb1 Cr1 Mo1 C4,"Full Formula (Ti1 Nb1 Cr1 Mo1 C4)
Reduced Formula: TiNbCrMoC4
abc   :   4.332471   4.319728   4.336826
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0     0
  5  Ti     0     0.5   0.5
  6  Mo     0.5  -0     0.5
  7  Cr     0.5   0.5   0",460.071,306.428,184.063,20.089
615,Ti1 Nb1 Cr1 W1 C4,"Full Formula (Ti1 Nb1 Cr1 W1 C4)
Reduced Formula: TiNbCrWC4
abc   :   4.328270   4.319702   4.340399
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0    -0
  5  Ti     0     0.5   0.5
  6  W      0.5   0     0.5
  7  Cr     0.5   0.5  -0",466.907,317.421,186.042,19.577
617,Hf1 Zr1 Ta1 Ti1 C4,"Full Formula (Hf1 Zr1 Ta1 Ti1 C4)
Reduced Formula: HfZrTaTiC4
abc   :   4.548570   4.552433   4.537019
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5   0
  1  C      0.5  0    -0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0     0
  5  Zr     0    0.5   0.5
  6  Hf     0.5  0     0.5
  7  Ti     0.5  0.5  -0",470.853,265.219,195.519,27.367
618,Zr1 Ta1 Ti1 Cr1 C4,"Full Formula (Zr1 Ta1 Ti1 Cr1 C4)
Reduced Formula: ZrTaTiCrC4
abc   :   4.410107   4.451205   4.410685
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta     0    -0     0
  5  Zr    -0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  Cr     0.5   0.5  -0",441.474,271.56,179.599,22.464
620,Nb1 Cr1 Mo1 W1 C4,"Full Formula (Nb1 Cr1 Mo1 W1 C4)
Reduced Formula: NbCrMoWC4
abc   :   4.343998   4.348258   4.341267
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5   0
  1  C      0.5  0     0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Nb     0    0     0
  5  Mo    -0    0.5   0.5
  6  W      0.5  0     0.5
  7  Cr     0.5  0.5  -0",467.879,335.587,184.548,17.863
624,Ti1 Cr1 Mo1 W1 C4,"Full Formula (Ti1 Cr1 Mo1 W1 C4)
Reduced Formula: TiCrMoWC4
abc   :   4.301691   4.309960   4.283172
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ti     0    0    -0
  5  Mo     0    0.5   0.5
  6  W      0.5  0     0.5
  7  Cr     0.5  0.5   0",484.482,333.504,192.578,19.64
630,Zr1 Ta1 Mo1 W1 C4,"Full Formula (Zr1 Ta1 Mo1 W1 C4)
Reduced Formula: ZrTaMoWC4
abc   :   4.470063   4.470305   4.471010
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5  -0
  1  C      0.5  0    -0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0    -0
  5  Zr     0    0.5   0.5
  6  Mo     0.5  0     0.5
  7  W      0.5  0.5   0",484.578,315.667,194.742,21.615
631,Zr1 Ta1 Cr1 Mo1 C4,"Full Formula (Zr1 Ta1 Cr1 Mo1 C4)
Reduced Formula: ZrTaCrMoC4
abc   :   4.420308   4.432231   4.426794
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5   0
  1  C      0.5  0    -0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta     0    0     0
  5  Zr    -0    0.5   0.5
  6  Mo     0.5  0     0.5
  7  Cr     0.5  0.5   0",438.872,293.703,175.415,19.301
633,Zr1 Ta1 Cr1 W1 C4,"Full Formula (Zr1 Ta1 Cr1 W1 C4)
Reduced Formula: ZrTaCrWC4
abc   :   4.414638   4.432240   4.425224
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta     0    -0    -0
  5  Zr    -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  Cr     0.5   0.5  -0",453.03,303.925,180.985,19.633
636,Hf1 Ta1 Nb1 V1 C4,"Full Formula (Hf1 Ta1 Nb1 V1 C4)
Reduced Formula: HfTaNbVC4
abc   :   4.458742   4.456474   4.459696
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b     c
---  ----  ---  ---  ----
  0  C     0    0.5  -0
  1  C     0.5  0     0
  2  C     0    0     0.5
  3  C     0.5  0.5   0.5
  4  Ta    0    0    -0
  5  Hf    0    0.5   0.5
  6  V     0.5  0     0.5
  7  Nb    0.5  0.5   0",518.71,294.912,214.901,28.656
637,Hf1 Ta1 Ti1 V1 C4,"Full Formula (Hf1 Ta1 Ti1 V1 C4)
Reduced Formula: HfTaTiVC4
abc   :   4.418903   4.418708   4.435777
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0     0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0    -0
  5  Hf    -0    0.5   0.5
  6  V      0.5  0     0.5
  7  Ti     0.5  0.5   0",481.636,284.614,197.723,25.521
638,Hf1 Zr1 Ta1 Mo1 C4,"Full Formula (Hf1 Zr1 Ta1 Mo1 C4)
Reduced Formula: HfZrTaMoC4
abc   :   4.549578   4.553823   4.517985
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0    -0
  5  Zr     0    0.5   0.5
  6  Hf     0.5  0     0.5
  7  Mo     0.5  0.5  -0",464.054,283.726,189.039,23.463
639,Hf1 Ta1 V1 Mo1 C4,"Full Formula (Hf1 Ta1 V1 Mo1 C4)
Reduced Formula: HfTaVMoC4
abc   :   4.420793   4.435618   4.425589
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5   0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta     0    0     0
  5  Hf     0    0.5   0.5
  6  V      0.5  0     0.5
  7  Mo     0.5  0.5   0",485.723,305.059,196.708,23.07
640,Hf1 Ta1 V1 W1 C4,"Full Formula (Hf1 Ta1 V1 W1 C4)
Reduced Formula: HfTaVWC4
abc   :   4.417319   4.434764   4.422946
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Ta     0    -0     0
  5  Hf     0     0.5   0.5
  6  V      0.5  -0     0.5
  7  W      0.5   0.5   0",487.079,314.749,196.074,21.995
641,Hf1 Ta1 V1 Cr1 C4,"Full Formula (Hf1 Ta1 V1 Cr1 C4)
Reduced Formula: HfTaVCrC4
abc   :   4.356550   4.389877   4.380094
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5   0
  1  C      0.5  0    -0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0     0
  5  Hf    -0    0.5   0.5
  6  V      0.5  0     0.5
  7  Cr     0.5  0.5  -0",470.695,291.824,191.157,23.113
643,Hf1 Ta1 Ti1 Nb1 C4,"Full Formula (Hf1 Ta1 Ti1 Nb1 C4)
Reduced Formula: HfTaTiNbC4
abc   :   4.493110   4.483573   4.491267
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0    -0    -0
  5  Hf    -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  Ti     0.5   0.5  -0",492.62,288.899,202.59,26.247
644,Hf1 Ta1 Nb1 Mo1 C4,"Full Formula (Hf1 Ta1 Nb1 Mo1 C4)
Reduced Formula: HfTaNbMoC4
abc   :   4.488889   4.497702   4.482847
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C      0     0.5  0
  1  C      0.5  -0    0
  2  C     -0    -0    0.5
  3  C      0.5   0.5  0.5
  4  Ta     0    -0    0
  5  Hf     0     0.5  0.5
  6  Nb     0.5  -0    0.5
  7  Mo     0.5   0.5  0",499.163,306.589,203.135,24.417
645,Hf1 Ta1 Nb1 W1 C4,"Full Formula (Hf1 Ta1 Nb1 W1 C4)
Reduced Formula: HfTaNbWC4
abc   :   4.483396   4.496452   4.477982
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5   0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Ta     0     0     0
  5  Hf    -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  W      0.5   0.5  -0",501.943,315.6,203.228,23.528
646,Hf1 Ta1 Nb1 Cr1 C4,"Full Formula (Hf1 Ta1 Nb1 Cr1 C4)
Reduced Formula: HfTaNbCrC4
abc   :   4.447038   4.454018   4.441856
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5   0
  1  C     0.5  -0    -0
  2  C     0     0     0.5
  3  C     0.5   0.5   0.5
  4  Ta    0     0     0
  5  Hf    0     0.5   0.5
  6  Nb    0.5   0     0.5
  7  Cr    0.5   0.5   0",481.382,293.789,196.176,24.111
648,Hf1 Ta1 Ti1 Mo1 C4,"Full Formula (Hf1 Ta1 Ti1 Mo1 C4)
Reduced Formula: HfTaTiMoC4
abc   :   4.460731   4.466540   4.445371
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0    -0    -0
  5  Hf    -0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  Mo     0.5   0.5  -0",484.97,298.185,197.313,23.916
649,Hf1 Zr1 Ta1 W1 C4,"Full Formula (Hf1 Zr1 Ta1 W1 C4)
Reduced Formula: HfZrTaWC4
abc   :   4.543913   4.545677   4.514833
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5   0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0     0
  5  Zr     0    0.5   0.5
  6  Hf     0.5  0     0.5
  7  W      0.5  0.5  -0",472.335,293.683,191.703,23.05
650,Hf1 Ta1 Ti1 W1 C4,"Full Formula (Hf1 Ta1 Ti1 W1 C4)
Reduced Formula: HfTaTiWC4
abc   :   4.457247   4.460758   4.442371
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0    -0     0
  5  Hf    -0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  W      0.5   0.5  -0",510.806,308.413,208.67,25.539
651,Hf1 Ta1 Ti1 Cr1 C4,"Full Formula (Hf1 Ta1 Ti1 Cr1 C4)
Reduced Formula: HfTaTiCrC4
abc   :   4.404606   4.431872   4.400419
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0     0    -0
  5  Hf     0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  Cr     0.5   0.5  -0",459.967,283.393,187.056,23.015
653,Hf1 Ta1 Mo1 W1 C4,"Full Formula (Hf1 Ta1 Mo1 W1 C4)
Reduced Formula: HfTaMoWC4
abc   :   4.461969   4.458915   4.457303
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5  -0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta     0    0    -0
  5  Hf    -0    0.5   0.5
  6  Mo     0.5  0     0.5
  7  W      0.5  0.5   0",507.352,326.283,204.439,22.784
654,Hf1 Ta1 Cr1 Mo1 C4,"Full Formula (Hf1 Ta1 Cr1 Mo1 C4)
Reduced Formula: HfTaCrMoC4
abc   :   4.415227   4.415699   4.415269
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5  -0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0    -0
  5  Hf    -0    0.5   0.5
  6  Mo     0.5  0     0.5
  7  Cr     0.5  0.5  -0",454.484,305.134,181.538,19.649
656,Hf1 Ta1 Cr1 W1 C4,"Full Formula (Hf1 Ta1 Cr1 W1 C4)
Reduced Formula: HfTaCrWC4
abc   :   4.409122   4.415226   4.415497
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5  -0
  1  C      0.5  0     0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta     0    0    -0
  5  Hf    -0    0.5   0.5
  6  W      0.5  0     0.5
  7  Cr     0.5  0.5   0",469.052,315.397,187.301,20.016
659,Ta1 Ti1 Nb1 V1 C4,"Full Formula (Ta1 Ti1 Nb1 V1 C4)
Reduced Formula: TaTiNbVC4
abc   :   4.381956   4.370269   4.383807
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b     c
---  ----  ---  ---  ----
  0  C     0    0.5   0
  1  C     0.5  0    -0
  2  C     0    0     0.5
  3  C     0.5  0.5   0.5
  4  Ta    0    0     0
  5  V     0    0.5   0.5
  6  Nb    0.5  0     0.5
  7  Ti    0.5  0.5  -0",535.261,302.077,222.16,29.624
660,Hf1 Zr1 Ta1 Cr1 C4,"Full Formula (Hf1 Zr1 Ta1 Cr1 C4)
Reduced Formula: HfZrTaCrC4
abc   :   4.513401   4.524297   4.476049
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5  -0
  1  C      0.5  0     0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0    -0
  5  Zr    -0    0.5   0.5
  6  Hf     0.5  0     0.5
  7  Cr     0.5  0.5   0",442.707,267.515,180.817,23.221
661,Ta1 Nb1 V1 Mo1 C4,"Full Formula (Ta1 Nb1 V1 Mo1 C4)
Reduced Formula: TaNbVMoC4
abc   :   4.388428   4.388515   4.385716
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0    -0     0
  5  V     -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  Mo     0.5   0.5  -0",504.671,321.285,203.792,23.107
662,Ta1 Nb1 V1 W1 C4,"Full Formula (Ta1 Nb1 V1 W1 C4)
Reduced Formula: TaNbVWC4
abc   :   4.386049   4.387025   4.385168
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b    c
---  ----  ----  ---  ---
  0  C     -0    0.5  0
  1  C      0.5  0    0
  2  C     -0    0    0.5
  3  C      0.5  0.5  0.5
  4  Ta     0    0    0
  5  V     -0    0.5  0.5
  6  Nb     0.5  0    0.5
  7  W      0.5  0.5  0",529.231,330.386,214.607,24.663
663,Ta1 Nb1 V1 Cr1 C4,"Full Formula (Ta1 Nb1 V1 Cr1 C4)
Reduced Formula: TaNbVCrC4
abc   :   4.338277   4.317305   4.336274
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Ta     0    -0     0
  5  V     -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  Cr     0.5   0.5  -0",479.012,310.213,192.739,21.67
665,Ta1 Ti1 V1 Mo1 C4,"Full Formula (Ta1 Ti1 V1 Mo1 C4)
Reduced Formula: TaTiVMoC4
abc   :   4.356440   4.344879   4.337277
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0     0    -0
  5  V      0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  Mo     0.5   0.5  -0",494.432,316.014,199.491,22.641
666,Ta1 Ti1 V1 W1 C4,"Full Formula (Ta1 Ti1 V1 W1 C4)
Reduced Formula: TaTiVWC4
abc   :   4.357666   4.342536   4.336441
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C      0    0.5  -0
  1  C      0.5  0     0
  2  C      0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta     0    0    -0
  5  V     -0    0.5   0.5
  6  Ti     0.5  0     0.5
  7  W      0.5  0.5  -0",493.4,324.403,197.913,21.527
667,Ta1 Ti1 V1 Cr1 C4,"Full Formula (Ta1 Ti1 V1 Cr1 C4)
Reduced Formula: TaTiVCrC4
abc   :   4.287502   4.275941   4.285450
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0    -0    -0
  5  V      0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  Cr     0.5   0.5  -0",494.544,305.505,201.001,24.027
669,Ta1 V1 Mo1 W1 C4,"Full Formula (Ta1 V1 Mo1 W1 C4)
Reduced Formula: TaVMoWC4
abc   :   4.359527   4.359157   4.357974
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0    -0    -0
  5  V      0     0.5   0.5
  6  Mo     0.5  -0     0.5
  7  W      0.5   0.5  -0",512.511,344.659,204.65,21.232
670,Ta1 V1 Cr1 Mo1 C4,"Full Formula (Ta1 V1 Cr1 Mo1 C4)
Reduced Formula: TaVCrMoC4
abc   :   4.309913   4.284045   4.300996
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Ta     0    -0     0
  5  V      0     0.5   0.5
  6  Mo     0.5   0     0.5
  7  Cr     0.5   0.5  -0",484.656,326.729,193.433,20.368
673,Ta1 V1 Cr1 W1 C4,"Full Formula (Ta1 V1 Cr1 W1 C4)
Reduced Formula: TaVCrWC4
abc   :   4.306397   4.288112   4.303369
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta    -0    -0    -0
  5  V      0     0.5   0.5
  6  W      0.5  -0     0.5
  7  Cr     0.5   0.5   0",502.221,336.628,200.672,21.067
676,Ta1 Ti1 Nb1 Mo1 C4,"Full Formula (Ta1 Ti1 Nb1 Mo1 C4)
Reduced Formula: TaTiNbMoC4
abc   :   4.422863   4.417640   4.412975
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0    -0
  5  Nb    -0    0.5   0.5
  6  Ti     0.5  0     0.5
  7  Mo     0.5  0.5   0",486.62,312.745,196.111,22.19
677,Ta1 Ti1 Nb1 W1 C4,"Full Formula (Ta1 Ti1 Nb1 W1 C4)
Reduced Formula: TaTiNbWC4
abc   :   4.423315   4.412578   4.409992
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0    -0
  5  Nb    -0    0.5   0.5
  6  Ti     0.5  0     0.5
  7  W      0.5  0.5   0",463.053,324.102,183.477,18.507
678,Ta1 Ti1 Nb1 Cr1 C4,"Full Formula (Ta1 Ti1 Nb1 Cr1 C4)
Reduced Formula: TaTiNbCrC4
abc   :   4.357974   4.372042   4.367835
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Ta    -0    0     0
  5  Nb     0    0.5   0.5
  6  Ti     0.5  0     0.5
  7  Cr     0.5  0.5  -0",492.081,301.543,200.355,24.287
680,Ta1 Nb1 Mo1 W1 C4,"Full Formula (Ta1 Nb1 Mo1 W1 C4)
Reduced Formula: TaNbMoWC4
abc   :   4.424022   4.424519   4.425755
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ta     0    -0    -0
  5  Nb    -0     0.5   0.5
  6  Mo     0.5  -0     0.5
  7  W      0.5   0.5  -0",487.554,341.688,193.139,19.121
